x_1,x_2,Class_label
-73.6645034,59.6509652,1
-70.165061,-72.6892712,2
-1.76754612,37.8485752,0
-83.6635749,-60.1973819,2
-72.8809062,-68.4149805,2
-81.902865,-60.1762751,2
20.4251573,56.7528536,0
-84.2316074,-58.0262548,2
-98.2495133,49.0219216,1
-82.0837888,-60.3764964,2
-2.72356145,37.615879,0
14.2650885,51.2073222,0
29.0735383,68.2714114,0
-103.8405,-37.5342997,2
-68.1152154,77.8838581,1
25.414343,62.9940739,0
14.6947375,57.0812818,0
-87.7159262,-53.4771753,2
-74.5481883,77.0878282,1
-88.8790886,61.9758841,1
-88.2770835,48.8276243,1
33.4763291,70.9427938,0
-74.8125439,-71.2045599,2
-1.98754565,36.2117303,0
-88.128944,-53.9515043,2
-98.0931791,37.6162257,1
-85.8129573,-56.6814938,2
17.0430398,52.0127298,0
-100.87515,49.6660146,1
-98.4787722,-48.5666124,2
11.134542,42.8261723,0
38.6994566,75.0726763,0
-97.0857423,42.1097768,1
-70.3637027,66.085992,1
4.11344414,39.5316795,0
8.97289558,50.0579138,0
-59.0361239,-80.9696305,2
-88.5286754,50.4969761,1
16.4162123,58.4087533,0
-78.1603842,-64.5601795,2
-90.4107857,-53.5988053,2
7.57782838,45.7358957,0
-80.6848006,66.8297632,1
-95.0367428,49.608277,1
-93.1247812,-49.5165392,2
-79.3782687,-65.0021862,2
-89.1761936,-56.177864,2
-101.176145,34.5825294,0
31.9744073,70.237662,0
37.2606779,73.8358012,0
27.7195482,66.2940204,0
-87.7518043,-56.0711836,2
-55.8808257,-86.6646191,2
-83.6765572,73.2737442,1
-104.508193,-35.9464943,2
6.44514097,44.4199701,0
-92.5745982,-49.5364622,1
-73.7623651,-66.5092637,2
-100.658316,39.7359981,2
-59.5278029,-81.665479,2
-84.7835804,55.503662,1
35.0829437,74.4592607,0
-78.6026879,49.9360959,1
-93.2358848,55.3433589,1
-1.69822761,40.4696245,0
25.3855241,60.4094597,0
19.64854,59.2414768,0
-85.6953608,-54.0465953,2
30.4670316,66.8767557,0
-102.667425,-39.2239141,2
28.0900984,64.456016,0
13.561212,56.2290061,0
-84.5553951,56.1983451,1
-68.0495862,76.9083663,1
-79.2815883,63.6698065,1
-82.7017292,-58.8443596,2
47.2048018,79.4022115,0
19.0734367,61.1013732,0
